,applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Foreign_worker,Savings_account_balance,loan_application_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
647,1304536,26,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,High,d68f00ee-edad-11ea-a877-54ad999b7f8b,12,new vehicle,1386000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
648,1892638,38,male,single,2,own,3,skilled employee / official,4 years,7 years,1,Low,d68f017a-edad-11ea-b053-545d61c4e003,24,new vehicle,947000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
649,1175174,40,male,single,2,rent,4,unskilled - resident,1 year,4 years,1,Low,d68f0206-edad-11ea-9f3f-08146fd37214,12,education,684000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
650,1360939,50,male,single,1,own,1,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68f0292-edad-11ea-9455-52f1def2698d,48,education,7476000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
651,1637887,37,male,single,1,own,2,unskilled - resident,1 year,4 years,1,Low,d68f0314-edad-11ea-aaeb-33920d9b00a4,12,FF&E,1922000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
652,1126684,45,male,single,1,own,1,skilled employee / official,7 years,4 years,1,Low,d68f03a0-edad-11ea-b758-0a9997ba548e,24,new vehicle,2303000,4,real estate,1,0,bank,1,existing loans paid back duly till now,1
653,1476071,42,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Medium,d68f042c-edad-11ea-b98f-12dc3733eac6,36,new vehicle,8086000,2,car or other,0,0,bank,4,delay in paying off loans in the past,1
654,1764381,35,male,single,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68f04ae-edad-11ea-9e16-5ae6722d55f9,24,used vehicle,2346000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
655,1654707,22,male,single,1,own,4,skilled employee / official,1 year,0 year,1,Low,d68f053a-edad-11ea-93fc-59707012603a,14,new vehicle,3973000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
656,1504819,41,male,single,2,own,4,unskilled - resident,7 years,4 years,1,Low,d68f05c6-edad-11ea-a7df-44eb0d71420f,12,new vehicle,888000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
657,1680877,37,male,single,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68f0648-edad-11ea-a51e-20fe184b8a52,48,electronic equipment,10222000,4,car or other,0,0,stores,1,existing loans paid back duly till now,0
658,1439887,28,female,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68f06d4-edad-11ea-8933-08c4e91e1cae,30,business,4221000,2,car or other,0,0,bank,2,no loans taken/all loans paid back duly,0
659,1237671,41,male,single,1,own,1,skilled employee / official,7 years,4 years,1,Low,d68f0760-edad-11ea-9800-185713046169,18,FF&E,6361000,2,car or other,0,0,bank,1,critical/pending loans at other banks,0
660,1352279,23,male,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68f07ec-edad-11ea-b6db-3496b8dbd5c8,12,electronic equipment,1297000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
661,1409197,23,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f086e-edad-11ea-a24f-12b786b3a993,12,new vehicle,900000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
662,1448066,50,male,single,1,own,2,skilled employee / official,7 years,4 years,1,Low,d68f08fa-edad-11ea-981a-51ccea0b8718,21,FF&E,2241000,4,real estate,0,0,bank,2,existing loans paid back duly till now,0
663,1337177,35,male,single,1,own,1,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68f0986-edad-11ea-802f-20d1fc935ad1,6,FF&E,1050000,4,building society savings agreement/life insurance,0,0,stores,2,delay in paying off loans in the past,0
664,1199661,50,female,divorced,1,own,4,unskilled - resident,1 year,4 years,1,Low,d68f0a08-edad-11ea-9f98-4c6666986d43,6,education,1047000,2,building society savings agreement/life insurance,0,0,bank,1,critical/pending loans at other banks,0
665,1483329,27,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68f0a94-edad-11ea-a0cb-4ef9f8e6c478,24,electronic equipment,6314000,4,car or other,1,0,bank,2,critical/pending loans at other banks,0
666,1401525,34,male,single,2,own,2,skilled employee / official,1 year,4 years,1,High,d68f0b20-edad-11ea-9c56-373491fa9bcf,30,FF&E,3496000,4,car or other,0,0,stores,1,all loans at this bank paid back duly,0
667,1869013,27,female,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68f0bac-edad-11ea-bc79-05ccb99f7723,48,business,3609000,1,real estate,0,0,stores,1,all loans at this bank paid back duly,0
668,1611783,43,male,single,1,rent,4,skilled employee / official,7 years,4 years,1,Low,d68f0c2e-edad-11ea-8174-3221260fecd3,12,new vehicle,4843000,3,building society savings agreement/life insurance,1,0,bank,2,critical/pending loans at other banks,1
669,1837760,47,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f0cba-edad-11ea-bff7-1a8706107d52,30,electronic equipment,3017000,4,building society savings agreement/life insurance,0,0,bank,1,critical/pending loans at other banks,0
670,1844813,27,male,single,1,own,3,unskilled - resident,1 year,4 years,1,Medium,d68f0d46-edad-11ea-8e2a-423866800420,24,business,4139000,3,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
671,1554792,31,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Medium,d68f0dd2-edad-11ea-8785-076f1a6b0e1d,36,business,5742000,2,car or other,0,0,bank,2,existing loans paid back duly till now,0
672,1771489,42,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f0e54-edad-11ea-8df1-1f82ae5e7320,60,new vehicle,10366000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
673,1241112,24,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,High,d68f0ee0-edad-11ea-bbb2-49899476f41d,6,new vehicle,2080000,1,car or other,0,0,bank,1,critical/pending loans at other banks,0
674,1770970,41,male,single,2,own,2,unskilled - resident,0 year,1 year,1,High,d68f0f6c-edad-11ea-a2e6-1c671a117320,21,business,2580000,4,real estate,0,0,bank,1,delay in paying off loans in the past,1
675,1373246,26,female,divorced,1,rent,4,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68f0fee-edad-11ea-be47-2a0111bbb22f,30,electronic equipment,4530000,4,car or other,0,0,bank,1,critical/pending loans at other banks,0
676,1509620,33,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f107a-edad-11ea-b73f-515c1f794160,24,FF&E,5150000,4,car or other,0,0,bank,1,critical/pending loans at other banks,0
677,1142576,24,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Medium,d68f10fc-edad-11ea-a4b5-285a1d0e7c2e,72,electronic equipment,5595000,2,car or other,0,0,bank,1,existing loans paid back duly till now,1
678,1671068,64,male,single,1,rent,4,unskilled - resident,7 years,4 years,1,Low,d68f1188-edad-11ea-9c08-07078f617ba1,24,electronic equipment,2384000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
679,1538199,26,female,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68f1214-edad-11ea-9c54-4203f6db8ba0,18,electronic equipment,1453000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
680,1482554,56,female,divorced,1,own,2,skilled employee / official,0 year,1 year,1,Low,d68f12a0-edad-11ea-aafb-1711fc372a3e,6,education,1538000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
681,1516876,37,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f1322-edad-11ea-af6c-448e0f6e8005,12,electronic equipment,2279000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
682,1586174,33,male,divorced,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68f13ae-edad-11ea-92ce-16d07d4d22c2,15,electronic equipment,1478000,4,real estate,0,0,bank,2,delay in paying off loans in the past,0
683,1168229,47,male,divorced,1,own,3,skilled employee / official,0 year,1 year,1,Low,d68f14c6-edad-11ea-9c19-28e928f49d52,24,electronic equipment,5103000,3,car or other,0,0,bank,3,critical/pending loans at other banks,0
684,1441925,31,male,single,2,own,3,unskilled - resident,4 years,7 years,1,Medium,d68f1548-edad-11ea-b5c4-13f7bfe73e57,36,business,9857000,1,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,0
685,1662345,34,male,single,2,own,4,skilled employee / official,1 year,4 years,1,Low,d68f15d4-edad-11ea-a995-46fa184029bc,60,new vehicle,6527000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
686,1649933,27,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68f1656-edad-11ea-8e74-3c5a50e1aa88,10,electronic equipment,1347000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
687,1168468,30,male,single,1,own,3,skilled employee / official,7 years,4 years,1,Medium,d68f16d8-edad-11ea-9817-21fae138d6aa,36,new vehicle,2862000,4,car or other,0,0,bank,1,delay in paying off loans in the past,0
688,1875015,35,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Medium,d68f175a-edad-11ea-9f33-0a8c5f108a3c,9,electronic equipment,2753000,3,car or other,1,0,bank,1,existing loans paid back duly till now,0
689,1273850,31,male,single,2,own,3,skilled employee / official,1 year,4 years,1,High,d68f17dc-edad-11ea-ae47-3cd6e20248a0,12,new vehicle,3651000,1,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
690,1345875,25,male,divorced,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68f185e-edad-11ea-aa4e-337562b25b9f,15,FF&E,975000,2,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
691,1774355,25,female,divorced,1,own,2,unskilled - resident,1 year,4 years,1,Medium,d68f18ea-edad-11ea-8611-4b1b31080a2d,15,repair costs,2631000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
692,1626519,29,male,single,1,own,1,skilled employee / official,0 year,1 year,1,Medium,d68f196c-edad-11ea-b92e-32f4f1f91731,24,electronic equipment,2896000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
693,1321826,44,male,single,2,own,3,unskilled - resident,0 year,1 year,1,Low,d68f19ee-edad-11ea-8ff1-3475f30432f2,6,new vehicle,4716000,1,real estate,0,0,bank,2,critical/pending loans at other banks,0
694,1412577,28,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68f1a70-edad-11ea-8bb3-4d80b426a9ce,24,electronic equipment,2284000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
695,1514997,50,male,single,1,rent,4,skilled employee / official,1 year,4 years,1,High,d68f1af2-edad-11ea-9ccd-333140c98323,6,used vehicle,1236000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
696,1209193,29,male,single,1,own,3,skilled employee / official,4 years,7 years,0,Low,d68f1b74-edad-11ea-a2b5-07692cb18476,12,electronic equipment,1103000,4,real estate,0,1,bank,2,existing loans paid back duly till now,0
697,1656838,38,female,divorced,1,own,2,unemployed / unskilled - non-resident,1 year,0 year,1,Low,d68f1bf6-edad-11ea-b03e-009c38584997,12,new vehicle,926000,1,building society savings agreement/life insurance,0,0,bank,1,critical/pending loans at other banks,0
698,1381175,24,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f1c78-edad-11ea-a509-47ecc4770b2d,18,electronic equipment,1800000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
699,1430426,40,male,single,1,rent,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f1cfa-edad-11ea-b9cf-0a655728af68,15,education,1905000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
700,1776816,29,female,divorced,1,rent,4,unskilled - resident,1 year,4 years,1,High,d68f1d7c-edad-11ea-8586-273b50643be5,12,FF&E,1123000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
701,1178282,46,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f1dfe-edad-11ea-8fa8-24d457cd8889,48,used vehicle,6331000,4,car or other,0,0,bank,2,critical/pending loans at other banks,1
702,1657898,47,female,divorced,1,own,2,skilled employee / official,7 years,4 years,1,Medium,d68f1e80-edad-11ea-a744-3116329bd773,24,electronic equipment,1377000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
703,1629275,41,male,single,1,own,2,skilled employee / official,7 years,4 years,1,Medium,d68f1f02-edad-11ea-bc00-4624afbd42e5,30,business,2503000,4,building society savings agreement/life insurance,0,0,stores,2,delay in paying off loans in the past,0
704,1846282,32,female,divorced,2,own,1,skilled employee / official,0 year,1 year,1,Low,d68f1f8e-edad-11ea-b346-4623e121e29b,27,business,2528000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
705,1607876,35,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,High,d68f2010-edad-11ea-ab60-52baeffbeda1,15,new vehicle,5324000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
706,1735719,24,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Medium,d68f2092-edad-11ea-9e4f-1b91a31266c6,48,new vehicle,6560000,3,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
707,1516902,25,female,divorced,1,rent,3,skilled employee / official,0 year,1 year,1,Low,d68f2114-edad-11ea-ac59-2272a7285b96,12,FF&E,2969000,4,building society savings agreement/life insurance,0,0,bank,2,no loans taken/all loans paid back duly,1
708,1127273,25,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f2196-edad-11ea-be21-0f02b6a52da6,9,electronic equipment,1206000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
709,1789670,37,male,single,2,own,2,unskilled - resident,1 year,4 years,1,Low,d68f2218-edad-11ea-97d5-3df593b796a1,9,electronic equipment,2118000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
710,1215142,32,male,single,1,own,3,management / self-employed / highly qualified employee / officer,7 years,4 years,1,High,d68f229a-edad-11ea-8d97-34aafd29eae1,18,electronic equipment,629000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
711,1346719,35,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f2326-edad-11ea-8b59-31bcff4ccf4a,6,education,1198000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,1
712,1280395,46,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f23a8-edad-11ea-b8c5-11e3ec14932b,21,used vehicle,2476000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
713,1695246,25,male,single,1,own,4,unskilled - resident,1 year,4 years,1,Low,d68f242a-edad-11ea-84ec-26d0b780ca67,9,electronic equipment,1138000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
714,1372926,27,male,single,1,own,2,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68f24ac-edad-11ea-929d-089173439ef7,60,new vehicle,14027000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
715,1314021,63,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f252e-edad-11ea-985c-0bda711c9355,30,used vehicle,7596000,1,car or other,0,0,bank,2,critical/pending loans at other banks,0
716,1152616,40,male,single,2,own,2,skilled employee / official,7 years,4 years,1,Low,d68f25b0-edad-11ea-a4f3-1969f6821fbc,30,electronic equipment,3077000,3,car or other,0,0,bank,2,critical/pending loans at other banks,0
717,1849511,32,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68f263c-edad-11ea-a99f-33a0d695c924,18,electronic equipment,1505000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
718,1153145,31,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f26be-edad-11ea-a1fb-48b560babca3,24,electronic equipment,3148000,3,car or other,0,0,bank,2,critical/pending loans at other banks,0
719,1532256,31,male,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Medium,d68f2740-edad-11ea-810c-438e3bbe85ed,20,used vehicle,6148000,3,car or other,0,0,bank,2,no loans taken/all loans paid back duly,0
720,1392809,34,male,single,1,own,2,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Low,d68f27c2-edad-11ea-978c-20a19fff8ac5,9,electronic equipment,1337000,4,car or other,0,0,bank,2,no loans taken/all loans paid back duly,1
721,1619368,24,female,divorced,2,rent,2,skilled employee / official,0 year,1 year,1,High,d68f2844-edad-11ea-a288-4a976aecd70c,6,education,433000,4,building society savings agreement/life insurance,0,0,bank,1,all loans at this bank paid back duly,1
